recipe_id,PRR (Hz),PW (us),pos. Delay (us),pos. PW (us),pos. Setpoint (V),rate_A_s,repeat_count
AL120-0573,1023.19035772,43.05320301,36.93532894,36.8640827,0.18154439,1.2399448158760953,1
AL120-0574,539.12567627,65.16970815,32.02147082,28.99962395,1.96206439,1.075808728745974,1
AL120-0575,911.86765721,27.20662466,3.51182521,1.42102454,85.16385425,1.0976732533742941,1
AL120-0576,4968.86660252,42.61575686,8.38132565,4.61905099,4.0855594,1.0647307189939956,1
AL120-0577,550.31553376,78.11079038,36.54748697,37.67455205,22.73438806,1.1663782776521139,1
AL120-0578,815.19234926,40.74629807,35.32325531,0.25470257,90.408892,1.2619073334053832,1
AL120-0579,4021.34548966,42.80148201,38.95307618,7.81870477,4.02245922,1.0989532449406416,1
AL120-0580,4887.61545066,5.12717003,4.43071184,10.94609559,86.1689575,0.5539278433603775,1
AL120-0581,4973.91674109,64.52738532,4.28471837,13.29861332,87.71068119,1.3214301349871802,1
AL120-0582,4796.56877927,18.82677812,3.26962755,2.60045823,93.893201,1.2849125545425026,1
AL120-0583,524.67853995,51.43771965,17.67502502,4.93197307,95.9739293,1.045298661020527,1
AL120-0584,642.79185189,76.11980411,4.45547232,5.77795677,86.79240486,1.0263828291997694,1
AL120-0585,2729.31691213,99.01911724,37.04375893,37.85223771,56.58376971,1.192991008201265,1
AL120-0586,958.7866175,62.68655655,10.2323751,38.12699761,2.70813117,1.31591395427418,1
AL120-0587,507.53924111,25.14324629,38.85566921,0.13259832,3.62087796,0.9278170412134076,1
AL120-0588,2006.33349875,78.13090541,2.50145722,3.00415881,87.72805687,1.0717627274117514,1
AL120-0589,4941.96042093,97.89059412,3.37618388,18.49913966,9.59174326,1.1378672293459287,1
AL120-0590,646.06554667,42.11632927,8.08825812,39.17263623,99.73834343,1.2146792805905442,1
AL120-0591,4713.38331467,18.14433441,35.296051,31.30201448,94.80514517,1.0813673682638785,1
AL120-0592,4898.50495942,96.77144569,34.81983713,8.35917946,4.82160011,1.0365507452094076,1
AL120-0593,598.46461378,21.07570531,38.26526919,36.48767021,2.02988554,1.0248542810253696,1
AL120-0594,4725.39175302,85.92784397,39.71084751,31.55368969,5.64788589,1.0527349880834334,1
AL120-0595,2240.00026006,18.03197512,39.50718119,2.18822509,95.68432998,1.4004175688214742,1
AL120-0596,986.41155567,90.743872,6.82812056,3.03898156,1.73170473,1.096368584029318,1
AL120-0597,2004.51890053,23.50689066,36.64958986,37.34299041,2.82265376,1.3418574381747694,1
AL120-0598,4112.55260324,21.96281486,38.66055546,37.84306493,77.50894278,1.09606003752341,1
AL120-0599,3811.36636389,66.85263054,2.416393,2.2926854,97.80615028,1.0949985942332738,1
AL120-0600,3709.52909859,78.56330526,2.94754523,36.800755,96.6301552,1.229635866133492,1
